governorID,name,Alliance,power,killpoints,highestPower,deads,t1_kills,t1_KP,t2_kills,t2_KP,t3_kills,t3_KP,t4_kills,t4_KP,t5_kills,t5_KP
64110544,kranthi Kumar 2,[DoS]Dawn of Spartans,"35,759,924","10,629,261","36,656,864","2,766,432","12,809","2,561",615,"1,230","4,045","16,180","553,549","5,535,490","253,690","5,073,800"
411278,LORDdark,[NEP]NobEmpire,"34,774,671","797,967","34,774,671","89,826","43,586","8,717","26,852","53,704","153,674","214,696","52,085","520,850",0,0
158308009,EKB96,[NEP]NobEmpire,"34,546,704","17,378,693","34,552,564","1,316,758","56,008","11,201","137,015","274,030","137,503","550,012","1,369,845","13,698,450","142,250","2,845,000"
85878121,TheGamerAlt,[DoS]Dawn of Spartans,"34,257,574","21,709,941","34,802,494","693,233","1,357","6,785","15,287","30,574","7,275","29,100","1,017,717","10,177,170","573,587","11,471,740"
120223912,Haulucky,[DoS]Dawn of Spartans,"33,925,672","2,292,447","33,925,672","652,434","36,616","7,323","149,325","298,650","129,931","519,724","75,443","754,430","35,616","712,320"
122182627,xZamas,[DoS]Dawn of Spartans,"33,126,727","44,662,838","33,127,315","2,808,674","1,933,770","386,754","1,956,307","3,912,614","2,132,240","8,528,960","1,719,075","17,190,750","732,188","14,643,760"
20613857,LittleYakshaa,[DoS]Dawn of Spartans,"31,906,178","3,951,737","31,906,178","1,446,206","90,405","18,081","49,902","99,804",468,"13,872","216,374","2,163,740","82,812","1,656,240"
159898860,Yarik flint,[DoS]Dawn of Spartans,"31,309,777","10,458,575","31,309,777","1,297,427","137,737","27,547","560,261","1,120,522","962,244","3,848,976","521,907","5,219,070","12,123","242,460"
85473512,boU-,[LiO~]JLions Order,"30,932,782","2,514,744","30,932,782","2,640,454","35,644","7,128","66,442","132,884","1,283","5,132","83,328","833,280","76,816","1,536,320"
366551,Habibah Farms,[DA7]ReddDevils,"30,781,386","2,160,017","30,781,386","2,320,194",916,183,122,244,0,0,"75,773","757,730","70,093","1,401,860"
